author_id,name,country,birth_year
206,Jonas Davidson,MX,1948
207,Dania Brooks,FR,1958
208,Wei Espinoza,JP,1981
209,Uma Silva,,1932
210,Bianca Larsen,GB,1993
211,Carla Tanaka,NL,1927
212,Yusuf Zhang,NL,1933
213,Carla Hassan,IN,1945
214,Greta Brooks,SE,1980
215,Jonas Silva,FR,1936
216,Greta Ueda,,1920
217,Dania Ferreira,KR,1928
218,Daniel Brooks,DE,1942
219,Xiomara Quiroga,PL,1956
220,Yusuf Quiroga,MX,1975
221,Ben Gupta,DE,1923
222,Quincy Rossi,,1978
223,Dania Davidson,AR,1956
224,Arturo Larsen,AR,1955
225,Cyrus Ferreira,IT,1957
226,Xiomara Gupta,MX,1952
227,Zara Ueda,SE,1973
228,Kiri Ferreira,KR,1987
229,Jonas Brooks,DE,1986
230,Daniel Quiroga,US,1965
231,Farid Ferreira,US,1960
232,Ben Wagner,IN,1953
233,Luca Ueda,AR,1973
234,Rosa Ueda,US,1965
235,Jonas Hassan,CL,1929
236,Daniel Quiroga,,1934
237,Elena Rossi,JP,1922
238,Wei Quiroga,IN,1966
239,Dania Nakamura,PL,1965
240,Quincy Ivanov,IT,1948
241,Zara Gupta,US,1957
242,Olga Davidson,AU,1978
243,Uma Rossi,IN,1920
244,Kiri Tanaka,US,1998
245,Eero Ferreira,IN,1958
246,Zara Chen,ES,1943
247,Farid Brooks,BR,1933
248,Farid Petrov,IN,1996
249,Maya Jensen,CA,1961
250,Zara Larsen,SE,1942
251,Rosa Tanaka,IN,1969
252,Yusuf Ueda,IT,1945
253,Victor Davidson,PL,1935
254,Quincy Larsen,IT,1993
255,Eero Ueda,GB,1990
256,Ben Ferreira,US,1982
257,Hiro Kowalski,KR,1943
258,Jonas Brooks,CL,1979
259,Cyrus Chen,MX,1982
260,Pablo Rossi,CL,1989
261,Carla Nakamura,MX,1967
262,Sven Espinoza,CL,1954
263,Yusuf Chen,PL,1972
264,Hiro Ueda,,1933
265,Hiro Nakamura,ES,1947
266,Farid Alvarez,PL,1992
267,Carla Rossi,US,1995
268,Noah Vargas,PL,1976
269,Yusuf Gupta,NL,1969
270,Noah Alvarez,IN,1987
271,Rosa Xu,NL,1966
272,Eero Gupta,CL,1933
273,Hiro Brooks,DE,1923
274,Olga Moreno,JP,1927
275,Fatima Moreno,AR,1959
276,Zara Espinoza,AU,1958
277,Tara Chen,JP,1943
278,Dania Xu,KR,1959
279,Xiomara Nakamura,MX,1966
280,Pablo Hassan,JP,1936
281,Daniel Hassan,BR,1983
282,Tara Wagner,JP,1990
283,Jonas Kowalski,MX,1969
284,Arturo Yamamoto,JP,1925
285,Quincy Quiroga,SE,1978
286,Zara Kowalski,KR,1931
287,Maya Vargas,IN,1954
288,Kiri Brooks,KR,1992
289,Tara Nakamura,CL,1992
290,Tara Rossi,US,1987
291,Luca Ivanov,DE,1963
292,Arturo Yamamoto,US,1996
293,Rosa Okafor,NL,1960
294,Luca Zhang,PL,1974
295,Kiri Rossi,FR,1993
296,Carla Kowalski,US,1979
297,Yusuf Hassan,PL,1988
298,Xiomara Chen,ES,1955
299,Bianca Espinoza,GB,1982
300,Eero Petrov,NL,1993
301,Quincy Alvarez,KR,1977
302,Wei Moreno,ES,1994
303,Farid Kowalski,IT,1993
304,Elena Okafor,AU,1965
305,Luca Gupta,CL,1964
306,Bianca Vargas,BR,1963
307,Zara Petrov,JP,1960
308,Rosa Larsen,US,1945
309,Rosa Gupta,,1957
310,Farid Jensen,,1979
311,Jonas Chen,KR,1964
312,Daniel Petrov,CA,1939
313,Bianca Rossi,FR,1955
314,Daniel Chen,AR,1999
315,Fatima Nakamura,PL,1934
316,Maya Nakamura,PL,1987
317,Arturo Jensen,AU,1986
318,Eero Wagner,MX,1949
319,Xiomara Moreno,PL,1933
320,Pablo Davidson,ES,1974
321,Xiomara Nakamura,IN,1937
322,Luca Wagner,MX,1977
323,Olga Zhang,ES,1945
324,Zara Okafor,SE,1940
325,Daniel Moreno,AR,1955
326,Hiro Chen,ES,1960
327,Cyrus Jensen,NL,1990
328,Jonas Moreno,PL,1926
329,Fatima Xu,BR,1986
330,Kiri Espinoza,FR,1997
331,Elena Yamamoto,BR,1997
332,Bianca Yamamoto,CA,1936
333,Elena Ferreira,MX,1925
334,Maya Larsen,JP,1963
335,Pablo Hassan,KR,1951
336,Jonas Vargas,,1992
337,Jonas Moreno,PL,1968
338,Pablo Petrov,IT,1986
339,Uma Quiroga,ES,1974
340,Greta Chen,MX,1921
341,Dania Vargas,AR,1996
342,Daniel Brooks,SE,1988
343,Fatima Nakamura,NL,1998
344,Farid Xu,MX,1974
345,Zara Ferreira,PL,1948
346,Alice Tanaka,ES,1948
347,Yusuf Gupta,BR,1944
348,Eero Ueda,AR,1940
349,Jonas Alvarez,AR,1963
350,Maya Davidson,,1981
351,Dania Hassan,JP,1957
352,Carla Kowalski,US,1997
353,Greta Alvarez,FR,1997
354,Tara Petrov,GB,1926
355,Tara Hassan,,1922
356,Eero Tanaka,KR,1926
357,Dania Xu,IN,1968
358,Luca Ueda,IT,1921
359,Quincy Gupta,FR,1946
360,Victor Tanaka,MX,1979
361,Eero Brooks,AU,1993
362,Fatima Xu,CL,1941
363,Daniel Tanaka,IT,1930
364,Rosa Chen,GB,1995
365,Carla Ferreira,AU,1926
366,Dania Tanaka,BR,1930
367,Cyrus Vargas,US,1940
368,Maya Hassan,PL,1994
369,Quincy Vargas,BR,1939
370,Maya Silva,,1951
371,Ines Chen,CL,1974
372,Uma Larsen,CL,1971
373,Xiomara Kowalski,ES,1967
374,Pablo Rossi,AU,1936
375,Sven Ivanov,CA,1985
376,Olga Larsen,AU,1942
377,Luca Rossi,SE,1955
378,Ines Chen,KR,1975
379,Elena Ivanov,PL,1943
380,Carla Petrov,MX,1977
381,Greta Chen,FR,1938
382,Quincy Tanaka,GB,1972
383,Ben Espinoza,FR,1927
384,Arturo Wagner,IT,1978
385,Rosa Alvarez,JP,1971
386,Daniel Wagner,CA,1978
387,Carla Nakamura,BR,1965
388,Tara Chen,GB,1973
389,Quincy Ivanov,BR,1939
390,Sven Silva,MX,1945
391,Luca Petrov,PL,1970
392,Kiri Okafor,DE,1952
393,Ben Silva,BR,1949
394,Bianca Okafor,PL,1947
395,Ben Quiroga,US,1998
396,Yusuf Espinoza,PL,1934
397,Jonas Silva,US,1973
398,Olga Gupta,US,1968
399,Alice Jensen,JP,1951
400,Hiro Yamamoto,GB,1976
401,Xiomara Davidson,DE,1997
402,Yusuf Rossi,CA,1920
403,Kiri Quiroga,NL,1991
404,Luca Quiroga,JP,1944
405,Hiro Kowalski,KR,1945
406,Carla Yamamoto,FR,1952
407,Olga Moreno,SE,1958
408,Arturo Vargas,KR,1963
409,Noah Davidson,SE,1950
410,Ines Kowalski,ES,1933
411,Wei Xu,ES,1965
412,Kiri Zhang,IT,1979
413,Rosa Tanaka,GB,1922
414,Xiomara Zhang,,1984
415,Daniel Rossi,US,1991
416,Farid Ivanov,NL,1956
417,Dania Zhang,JP,1947
418,Tara Yamamoto,IT,1994
419,Ines Ueda,IT,1994
420,Sven Jensen,ES,1936
421,Ben Gupta,KR,1987
422,Ben Kowalski,,1950
423,Ben Rossi,FR,1931
424,Farid Chen,IT,1921
425,Alice Ferreira,GB,1929
426,Tara Xu,IT,1949
427,Pablo Okafor,,1956
428,Alice Okafor,DE,1973
429,Victor Tanaka,FR,1942
430,Hiro Espinoza,KR,1955
431,Dania Vargas,MX,1978
432,Zara Chen,AU,1997
433,Ines Okafor,ES,1930
434,Cyrus Alvarez,IN,1920
435,Eero Moreno,DE,1925
436,Zara Zhang,AR,1967
437,Daniel Jensen,DE,1952
438,Eero Jensen,NL,1925
439,Luca Ferreira,JP,1996
440,Daniel Vargas,MX,1925
441,Xiomara Petrov,DE,1964
442,Bianca Ivanov,BR,1962
443,Ben Wagner,DE,1999
444,Cyrus Ueda,US,1983
445,Fatima Kowalski,JP,1933
446,Arturo Silva,CA,1991
447,Olga Espinoza,GB,1956
448,Pablo Kowalski,DE,1965
449,Elena Moreno,AU,1949
450,Zara Nakamura,KR,1972
451,Noah Vargas,BR,1983
452,Wei Zhang,AR,1923
453,Noah Kowalski,NL,1952
454,Bianca Ueda,CL,1955
455,Olga Jensen,BR,1949
456,Eero Ueda,IN,1995
457,Wei Gupta,IT,1955
458,Yusuf Chen,AU,1977
459,Elena Jensen,CA,1980
460,Arturo Yamamoto,KR,1996
461,Pablo Ivanov,AU,1920
462,Maya Larsen,IN,1958
463,Pablo Moreno,SE,1955
464,Yusuf Nakamura,DE,1985
465,Jonas Rossi,GB,1966
466,Luca Wagner,BR,1974
467,Wei Rossi,CA,1950
468,Yusuf Brooks,IT,1975
469,Luca Wagner,CA,1994
470,Jonas Gupta,IT,1951
471,Elena Zhang,NL,1937
472,Yusuf Okafor,IN,1927
473,Sven Ferreira,BR,1940
474,Kiri Kowalski,SE,1958
475,Luca Quiroga,AR,1992
476,Cyrus Moreno,CL,1998
477,Rosa Ivanov,IN,1955
478,Quincy Gupta,NL,1939
479,Elena Brooks,MX,1930
480,Farid Gupta,MX,1969
481,Maya Okafor,SE,1941
482,Jonas Xu,MX,1951
483,Olga Espinoza,NL,1983
484,Tara Petrov,BR,1963
485,Uma Espinoza,IT,1921
486,Olga Rossi,IN,1928
487,Bianca Wagner,MX,1926
488,Sven Chen,MX,1933
489,Ines Okafor,AR,1963
490,Ben Ueda,IN,1945
491,Jonas Davidson,CL,1944
492,Kiri Hassan,MX,1997
493,Cyrus Chen,PL,1988
494,Kiri Ivanov,CL,1961
495,Kiri Silva,DE,1959
496,Dania Ueda,FR,1984
497,Farid Nakamura,BR,1991
498,Carla Brooks,DE,1933
499,Ben Okafor,SE,1958
500,Jonas Wagner,SE,1988
501,Carla Petrov,SE,1964
502,Pablo Rossi,DE,1947
503,Noah Zhang,CA,1962
504,Carla Quiroga,PL,1964
505,Victor Davidson,FR,1972
506,Ines Xu,GB,1966
507,Yusuf Espinoza,BR,1995
508,Daniel Vargas,DE,1936
509,Tara Ueda,GB,1987
510,Zara Vargas,DE,1970
511,Dania Rossi,IN,1936
512,Fatima Gupta,KR,1920
513,Uma Moreno,AR,1978
514,Noah Wagner,BR,1988
515,Jonas Nakamura,NL,1970
516,Eero Gupta,DE,1939
517,Pablo Rossi,ES,1955
518,Elena Moreno,SE,1928
519,Xiomara Quiroga,KR,1938
520,Daniel Chen,JP,1996
521,Carla Kowalski,PL,1969
522,Arturo Espinoza,SE,1927
523,Fatima Jensen,ES,1989
524,Carla Xu,IN,1930
525,Arturo Moreno,CA,1951
526,Tara Quiroga,DE,1970
527,Ines Nakamura,ES,1961
528,Eero Ueda,,1996
529,Quincy Zhang,MX,1943
530,Maya Gupta,KR,1956
531,Carla Zhang,NL,1924
532,Noah Silva,KR,1958
533,Greta Gupta,PL,1950
534,Wei Rossi,IN,1970
535,Arturo Yamamoto,MX,1962
536,Elena Zhang,ES,1956
537,Fatima Hassan,GB,1972
538,Olga Davidson,IN,1969
539,Yusuf Petrov,IT,1923
540,Carla Quiroga,AU,1969
541,Alice Wagner,BR,1976
542,Noah Tanaka,GB,1961
543,Hiro Espinoza,JP,1992
544,Kiri Nakamura,CL,1922
545,Ines Yamamoto,JP,1973
546,Fatima Moreno,AR,1928
547,Rosa Larsen,KR,1978
548,Alice Jensen,AU,1944
549,Alice Jensen,DE,1964
550,Yusuf Moreno,ES,1991
551,Greta Davidson,JP,1979
552,Victor Zhang,DE,1993
553,Farid Vargas,IT,1982
554,Eero Gupta,AR,1964
555,Farid Ferreira,JP,1964
556,Olga Petrov,BR,1931
557,Maya Jensen,IT,1964
558,Sven Wagner,NL,1943
559,Luca Tanaka,CA,1986
560,Kiri Ivanov,AU,1923
561,Tara Tanaka,CA,1975
562,Cyrus Ivanov,NL,1967
563,Xiomara Nakamura,ES,1941
564,Olga Quiroga,NL,1948
565,Hiro Vargas,DE,1978
566,Pablo Ueda,,1935
567,Elena Espinoza,CL,1948
568,Ines Rossi,DE,1991
569,Victor Nakamura,IT,1973
570,Yusuf Hassan,AR,1993
571,Wei Yamamoto,GB,1974
572,Arturo Ferreira,ES,1941
573,Farid Silva,BR,1989
574,Kiri Vargas,BR,1920
575,Uma Xu,IN,1990
576,Pablo Zhang,FR,1996
577,Wei Okafor,NL,1948
578,Victor Chen,AU,1932
579,Greta Chen,US,1944
580,Maya Alvarez,KR,1922
581,Victor Quiroga,PL,1980
582,Hiro Espinoza,PL,1966
583,Olga Yamamoto,ES,1953
584,Eero Petrov,GB,1932
585,Pablo Xu,DE,1986
586,Carla Alvarez,GB,1989
587,Alice Rossi,FR,1998
588,Luca Xu,AR,1926
589,Eero Yamamoto,SE,1932
590,Alice Jensen,IT,1963
591,Noah Wagner,,1936
592,Uma Gupta,JP,1928
593,Farid Larsen,DE,1956
594,Carla Yamamoto,,1975
595,Ben Okafor,IT,1964
596,Zara Yamamoto,DE,1976
597,Olga Yamamoto,FR,1933
598,Farid Ferreira,GB,1992
599,Fatima Larsen,FR,1999
600,Sven Petrov,CA,1970
601,Hiro Ivanov,JP,1993
602,Rosa Jensen,NL,1925
603,Uma Davidson,MX,1965
604,Fatima Quiroga,SE,1969
605,Ben Vargas,US,1961
606,Dania Espinoza,AR,1999
607,Wei Zhang,CL,1924
608,Sven Espinoza,FR,1940
609,Ben Jensen,US,1925
610,Olga Okafor,KR,1978
611,Noah Jensen,CL,1958
612,Luca Vargas,BR,1987
613,Fatima Ferreira,BR,1985
614,Cyrus Ueda,ES,1939
615,Olga Ferreira,SE,1939
616,Luca Gupta,CL,1930
617,Ines Alvarez,CL,1945
618,Luca Jensen,MX,1994
619,Tara Vargas,AR,1983
620,Alice Ivanov,JP,1966
621,Alice Larsen,DE,2000
622,Rosa Moreno,AU,1996
623,Alice Ferreira,AU,1982
624,Arturo Moreno,KR,1958
625,Ben Gupta,PL,1960
626,Cyrus Brooks,SE,1960
627,Kiri Vargas,,1977
628,Fatima Yamamoto,IN,1979
629,Dania Larsen,PL,1951
630,Maya Kowalski,ES,1943
631,Yusuf Brooks,MX,1935
632,Rosa Rossi,CA,1970
633,Elena Alvarez,IT,1983
634,Maya Petrov,FR,1956
635,Farid Silva,DE,1959
636,Victor Tanaka,CL,1975
637,Uma Ivanov,BR,1978
638,Noah Ferreira,NL,1940
639,Alice Ivanov,SE,1954
640,Zara Gupta,ES,1992
641,Olga Yamamoto,FR,1921
642,Wei Nakamura,ES,1979
643,Fatima Yamamoto,JP,1974
644,Fatima Quiroga,IT,1945
645,Kiri Okafor,GB,1956
646,Bianca Zhang,IT,1926
647,Luca Kowalski,MX,1985
648,Maya Rossi,NL,1975
649,Bianca Alvarez,KR,1943
650,Xiomara Vargas,DE,1983
651,Kiri Quiroga,,1981
652,Farid Brooks,BR,1933
653,Tara Rossi,IN,1963
654,Yusuf Larsen,BR,1984
655,Ines Nakamura,IT,1942
656,Hiro Rossi,US,2000
657,Xiomara Kowalski,CA,1971
658,Fatima Kowalski,AU,1927
659,Sven Gupta,IT,1929
660,Ines Silva,SE,1942
661,Carla Brooks,IN,1948
662,Tara Okafor,NL,1940
663,Sven Xu,ES,1922
664,Yusuf Petrov,AR,1979
665,Elena Okafor,MX,1943
666,Tara Silva,NL,1968
667,Farid Brooks,KR,1978
668,Hiro Jensen,,1982
669,Ines Ueda,MX,1924
670,Greta Alvarez,IT,1985
671,Elena Espinoza,AR,1942
672,Pablo Kowalski,,1978
673,Quincy Nakamura,CA,1974
674,Sven Zhang,BR,1943
675,Wei Chen,AR,1957
676,Quincy Chen,GB,1928
677,Ines Chen,JP,1951
678,Rosa Wagner,FR,1968
679,Ben Quiroga,ES,1936
680,Maya Larsen,ES,1928
681,Bianca Quiroga,FR,1976
682,Sven Espinoza,SE,1983
683,Sven Tanaka,NL,1982
684,Ines Petrov,SE,1975
685,Olga Hassan,AU,1948
686,Maya Moreno,CL,1957
687,Elena Vargas,DE,1936
688,Rosa Okafor,CA,1953
689,Cyrus Gupta,BR,1998
690,Eero Silva,ES,1997
691,Ines Wagner,CL,1994
692,Xiomara Tanaka,ES,1925
693,Hiro Jensen,FR,1937
694,Bianca Alvarez,GB,1987
695,Quincy Hassan,FR,1955
696,Fatima Tanaka,KR,1995
697,Zara Gupta,CL,1945
698,Ines Okafor,BR,1996
699,Maya Wagner,IN,1993
700,Cyrus Okafor,CL,1936
701,Fatima Tanaka,KR,1927
702,Daniel Ivanov,AU,1950
703,Sven Alvarez,PL,1971
704,Ben Alvarez,DE,1930
705,Alice Wagner,BR,1977
706,Cyrus Jensen,DE,1963
707,Jonas Espinoza,PL,1923
708,Cyrus Zhang,ES,1998
709,Cyrus Petrov,MX,1950
710,Quincy Wagner,MX,1922
711,Wei Alvarez,,1993
712,Tara Ivanov,NL,1954
713,Alice Ivanov,JP,1993
714,Quincy Okafor,DE,1936
715,Pablo Chen,US,1973
716,Noah Jensen,FR,1963
717,Rosa Ferreira,IN,1990
718,Yusuf Davidson,NL,1930
719,Fatima Yamamoto,SE,1976
720,Elena Kowalski,CL,1988
721,Greta Larsen,CA,1988
722,Kiri Moreno,AR,1991
723,Cyrus Espinoza,PL,1967
724,Ben Okafor,SE,1991
725,Cyrus Larsen,FR,1963
726,Elena Quiroga,PL,1992
727,Quincy Petrov,IN,1986
728,Alice Zhang,AR,1936
729,Noah Hassan,AU,2000
730,Victor Petrov,DE,1999
731,Dania Espinoza,FR,1922
732,Olga Ivanov,NL,1961
733,Daniel Hassan,CL,1955
734,Sven Yamamoto,NL,1965
735,Uma Davidson,AU,1951
736,Daniel Wagner,SE,1920
737,Tara Ueda,FR,1993
738,Luca Brooks,PL,1964
739,Luca Gupta,CL,1943
740,Arturo Yamamoto,DE,1933
741,Yusuf Chen,PL,1943
742,Pablo Okafor,SE,1937
743,Quincy Xu,KR,1966
744,Olga Hassan,AR,1968
745,Wei Ueda,,1989
746,Maya Tanaka,BR,1935
747,Greta Kowalski,IT,1989
748,Hiro Alvarez,PL,1992
749,Dania Ferreira,CL,1993
750,Quincy Vargas,CL,1925
751,Victor Nakamura,IN,1934
752,Pablo Ivanov,US,1974
753,Farid Davidson,BR,1986
754,Dania Ferreira,IN,1947
755,Daniel Ferreira,BR,1969
756,Maya Quiroga,MX,1980
757,Daniel Larsen,JP,1985
758,Tara Brooks,FR,1943
759,Hiro Ferreira,ES,1996
760,Rosa Kowalski,AR,1950
761,Xiomara Jensen,PL,1992
762,Eero Silva,SE,1967
763,Maya Nakamura,BR,1943
764,Alice Moreno,JP,1945
765,Xiomara Moreno,AU,1978
766,Farid Rossi,,1999
767,Elena Silva,ES,1984
768,Uma Petrov,DE,1996
769,Maya Tanaka,FR,1920
770,Ines Petrov,DE,1932
771,Greta Ivanov,ES,1971
772,Zara Brooks,CL,1972
773,Dania Tanaka,CA,1948
774,Sven Ferreira,BR,1945
775,Elena Chen,AU,1938
776,Kiri Rossi,IN,1982
777,Farid Yamamoto,JP,1929
778,Noah Silva,AU,1966
779,Jonas Wagner,GB,1984
780,Eero Xu,BR,1931
781,Hiro Yamamoto,AR,1925
782,Dania Larsen,JP,1976
783,Alice Quiroga,,1966
784,Hiro Hassan,PL,1939
785,Elena Jensen,AR,1945
786,Elena Rossi,JP,1936
787,Xiomara Nakamura,PL,1940
788,Sven Chen,,1995
789,Daniel Nakamura,IT,1940
790,Luca Okafor,CL,1996
791,Zara Yamamoto,,1941
792,Eero Davidson,BR,1969
793,Wei Kowalski,PL,1952
794,Tara Espinoza,US,1925
795,Elena Alvarez,,1944
796,Luca Hassan,CL,1940
797,Rosa Vargas,US,1960
798,Dania Larsen,,1961
799,Xiomara Petrov,KR,1931
800,Arturo Rossi,,1999
801,Tara Okafor,CL,2000
802,Maya Tanaka,AR,1934
803,Victor Davidson,ES,1962
804,Victor Espinoza,KR,1983
805,Elena Zhang,BR,1943
806,Greta Okafor,AR,1943
807,Pablo Silva,FR,1932
808,Bianca Ueda,NL,1943
809,Arturo Silva,CA,1982
810,Xiomara Hassan,US,1955
811,Bianca Jensen,FR,1971
812,Tara Brooks,JP,1975
813,Elena Alvarez,PL,1928
814,Bianca Hassan,CA,1995
815,Arturo Hassan,BR,1929
816,Alice Davidson,CL,1957
817,Dania Ferreira,GB,1971
818,Victor Xu,FR,1977
819,Victor Ivanov,DE,1954
820,Sven Moreno,US,1974
821,Farid Xu,GB,1955
822,Jonas Larsen,IT,1981
823,Jonas Wagner,SE,1993
824,Eero Moreno,DE,1949
825,Fatima Larsen,IT,1998
826,Yusuf Espinoza,IN,1959
827,Daniel Larsen,DE,1987
828,Tara Quiroga,US,1956
829,Carla Rossi,JP,1948
830,Olga Silva,SE,1950
831,Farid Wagner,NL,1963
832,Alice Brooks,FR,1962
833,Victor Gupta,BR,1989
834,Victor Davidson,AU,1962
835,Kiri Nakamura,CL,1966
836,Zara Ferreira,CA,1992
837,Elena Kowalski,GB,1925
838,Maya Rossi,CA,1973
839,Arturo Vargas,FR,1984
840,Daniel Wagner,MX,1943
